2021-12-04T04:30 1
2021-12-04T05:00 41
2021-12-04T05:30 37
2021-12-04T06:00 41
2021-12-04T06:30 10
2021-12-04T07:00 37
2021-12-04T07:30 4
2021-12-04T08:00 25
2021-12-04T08:30 31
2021-12-04T09:00 46
2021-12-04T09:30 41
2021-12-04T10:00 21
2021-12-04T10:30 19
2021-12-04T11:00 9
2021-12-04T11:30 47
2021-12-04T12:00 5
2021-12-04T12:30 7
2021-12-04T13:00 25
2021-12-04T13:30 9
2021-12-04T14:00 10
2021-12-04T14:30 5
2021-12-04T15:00 14
2021-12-04T15:30 45
2021-12-04T16:00 32
2021-12-04T16:30 31
2021-12-04T17:00 10
2021-12-04T17:30 23
2021-12-04T18:00 17
2021-12-04T18:30 46
2021-12-04T19:00 45
2021-12-04T19:30 28
2021-12-04T20:00 24
2021-12-04T20:30 15
2021-12-04T21:00 32
2021-12-04T21:30 21
2021-12-04T22:00 34
2021-12-04T22:30 15
2021-12-04T23:00 12
2021-12-04T23:30 11
2021-12-05T00:00 45
2021-12-05T00:30 23
2021-12-05T01:00 31
2021-12-05T01:30 40
2021-12-05T02:00 40
2021-12-05T02:30 12
2021-12-05T03:00 0
2021-12-05T03:30 39
2021-12-05T04:00 14
2021-12-05T04:30 43
2021-12-05T05:00 8
2021-12-05T05:30 19
2021-12-05T06:00 8
2021-12-05T06:30 10
2021-12-05T07:00 28
2021-12-05T07:30 2
2021-12-05T08:00 29
2021-12-05T08:30 18
2021-12-05T09:00 34
2021-12-05T09:30 24
2021-12-05T10:00 41
2021-12-05T10:30 10
2021-12-05T11:00 34
2021-12-05T11:30 14
2021-12-05T12:00 15
2021-12-05T12:30 22
2021-12-05T13:00 21
2021-12-05T13:30 12
2021-12-05T14:00 43
2021-12-05T14:30 44
2021-12-05T15:00 36
2021-12-05T15:30 48
2021-12-05T16:00 26
2021-12-05T16:30 12
2021-12-05T17:00 32
2021-12-05T17:30 4
2021-12-05T18:00 28
2021-12-05T18:30 5
2021-12-05T19:00 26
2021-12-05T19:30 11
2021-12-05T20:00 23
2021-12-05T20:30 26
2021-12-05T21:00 31
2021-12-05T21:30 40
2021-12-05T22:00 14
2021-12-05T22:30 39
2021-12-05T23:00 43
2021-12-05T23:30 47
2021-12-06T00:00 4
2021-12-06T00:30 18
2021-12-06T01:00 0
2021-12-06T01:30 11
2021-12-06T02:00 9
2021-12-06T02:30 25
2021-12-06T03:00 16
2021-12-06T03:30 41
2021-12-06T04:00 25
2021-12-06T04:30 44
2021-12-06T05:00 4
2021-12-06T05:30 0
2021-12-06T06:00 18
2021-12-06T06:30 23
2021-12-06T07:00 6
2021-12-06T07:30 1
2021-12-06T08:00 41
2021-12-06T08:30 25
2021-12-06T09:00 32
2021-12-06T09:30 2
2021-12-06T10:00 8
2021-12-06T10:30 42
2021-12-06T11:00 46
2021-12-06T11:30 31
2021-12-06T12:00 10
2021-12-06T12:30 26
2021-12-06T13:00 22
2021-12-06T13:30 8
2021-12-06T14:00 44
2021-12-06T14:30 26
2021-12-06T15:00 25
2021-12-06T15:30 48
2021-12-06T16:00 41
2021-12-06T16:30 20
2021-12-06T17:00 15
2021-12-06T17:30 46
2021-12-06T18:00 40
2021-12-06T18:30 0
2021-12-06T19:00 10
2021-12-06T19:30 21
2021-12-06T20:00 38
2021-12-06T20:30 46
2021-12-06T21:00 33
2021-12-06T21:30 24
2021-12-06T22:00 26
2021-12-06T22:30 11
2021-12-06T23:00 35
2021-12-06T23:30 3
2021-12-07T00:00 2
2021-12-07T00:30 2
2021-12-07T01:00 19
2021-12-07T01:30 40
2021-12-07T02:00 27
2021-12-07T02:30 22
2021-12-07T03:00 45
2021-12-07T03:30 5
2021-12-07T04:00 20
2021-12-07T04:30 16
2021-12-07T05:00 27
2021-12-07T05:30 4
2021-12-07T06:00 32
2021-12-07T06:30 5
2021-12-07T07:00 3
2021-12-07T07:30 47
2021-12-07T08:00 8
2021-12-07T08:30 24
2021-12-07T09:00 15
2021-12-07T09:30 38
2021-12-07T10:00 2
2021-12-07T10:30 36
2021-12-07T11:00 13
2021-12-07T11:30 2
2021-12-07T12:00 44
2021-12-07T12:30 22
2021-12-07T13:00 6
2021-12-07T13:30 35
2021-12-07T14:00 8
2021-12-07T14:30 3
2021-12-07T15:00 42
2021-12-07T15:30 29
2021-12-07T16:00 23
2021-12-07T16:30 45
2021-12-07T17:00 8
2021-12-07T17:30 12
2021-12-07T18:00 37
2021-12-07T18:30 37
2021-12-07T19:00 38
2021-12-07T19:30 4
2021-12-07T20:00 12
2021-12-07T20:30 29
2021-12-07T21:00 22
2021-12-07T21:30 0
2021-12-07T22:00 47
2021-12-07T22:30 5
2021-12-07T23:00 41
2021-12-07T23:30 44
2021-12-08T00:00 12
2021-12-08T00:30 38
2021-12-08T01:00 35
2021-12-08T01:30 12
2021-12-08T02:00 3
2021-12-08T02:30 30
2021-12-08T03:00 34
2021-12-08T03:30 18
2021-12-08T04:00 33
2021-12-08T04:30 40
2021-12-08T05:00 49
2021-12-08T05:30 4
2021-12-08T06:00 36
2021-12-08T06:30 24
2021-12-08T07:00 23
2021-12-08T07:30 8
2021-12-08T08:00 15
2021-12-08T08:30 29
2021-12-08T09:00 37
2021-12-08T09:30 20
2021-12-08T10:00 4
2021-12-08T10:30 39
2021-12-08T11:00 46
2021-12-08T11:30 28
2021-12-08T12:00 47
2021-12-08T12:30 10
2021-12-08T13:00 39
2021-12-08T13:30 1
2021-12-08T14:00 25
2021-12-08T14:30 24
2021-12-08T15:00 17
2021-12-08T15:30 31
2021-12-08T16:00 16
2021-12-08T16:30 9
2021-12-08T17:00 38
2021-12-08T17:30 46
2021-12-08T18:00 47
2021-12-08T18:30 34
2021-12-08T19:00 36
2021-12-08T19:30 22
2021-12-08T20:00 1
2021-12-08T20:30 6
2021-12-08T21:00 4
2021-12-08T21:30 6
2021-12-08T22:00 15
2021-12-08T22:30 42
2021-12-08T23:00 41
2021-12-08T23:30 4
2021-12-09T00:00 3
